item_id,title,call_number,contributors,date_extracted,notes,language,source_file,date,source_url,phys_format,dig_format,rights,image_url,subject_headings,link
2017770391,"Public library in the southwestern section of Mississippi, in the piney woods",LC-USF34- 017786-E [P&P] LOT 1643 (corresponding photographic print),"[{'lange, dorothea': 'https://www.loc.gov/search/?fa=contributor:lange,+dorothea&fo=json'}]",,"['Title and other information from caption card.', 'Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.', 'More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi', 'Temp. note: usf34batch2', 'Film copy on SIS roll 27, frame 1386.']",['english'],data/ftu_libs_metadata/item_metadata-fsa.8b32222.json,1937-01-01,https://www.loc.gov/item/2017770391/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs https://www.loc.gov/rr/print/res/071_fsab.html",https://tile.loc.gov/storage-services/service/pnp/fsa/8b32000/8b32200/8b32222v.jpg#h=1024&w=963,"['United States--Mississippi', 'Rural housing--Mississippi']",//www.loc.gov/pictures/item/2017770391/
2017815837,"Library tent at the FSA (Farm Security Administration) mobile camp for migratory farm workers. Odell, Oregon. The girls working in the library receive credit in the Junior Campers League for work in the library",LC-USF34- 070341-D [P&P] LOT 335 (corresponding photographic print),"[{'lee, russell': 'https://www.loc.gov/search/?fa=contributor:lee,+russell&fo=json'}]",,"['Title and other information from caption card.', 'Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.', 'More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi', 'Temp. note: usf34batch8', 'Film copy on SIS roll 11, frame 1464.']",['english'],data/ftu_libs_metadata/item_metadata-fsa.8c22565.json,1941-01-01,https://www.loc.gov/item/2017815837/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs https://www.loc.gov/rr/print/res/071_fsab.html",https://tile.loc.gov/storage-services/service/pnp/fsa/8c22000/8c22500/8c22565v.jpg#h=787&w=1024,['United States--Oregon--Hood River County--Odell'],//www.loc.gov/pictures/item/2017815837/
2017843202,"Daytona Beach, Florida. Bethune-Cookman College. Students in the library reading room",LC-USW3- 014835-E [P&P] LOT 682 (corresponding photographic print),"[{'parks, gordon': 'https://www.loc.gov/search/?fa=contributor:parks,+gordon&fo=json'}]",,"['Title and other information from caption card.', 'Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.', 'More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi', 'Temp. note: owibatch3', 'Film copy on SIS roll 12, frame 598.']",['english'],data/ftu_libs_metadata/item_metadata-fsa.8d24709.json,1943-01-01,https://www.loc.gov/item/2017843202/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,"No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs https://www.loc.gov/rr/print/res/071_fsab.html",https://tile.loc.gov/storage-services/service/pnp/fsa/8d24000/8d24700/8d24709v.jpg#h=1024&w=976,['United States--Florida--Volusia County--Daytona Beach'],//www.loc.gov/pictures/item/2017843202/
87694100,"Libraries, Washington D.C.",['G3851.E67 1926 .L5'],[{'library of congress. map division': 'https://www.loc.gov/search/?fa=contributor:library+of+congress.+map+division&fo=json'}],,"['Ms. (india ink and typescript) on photocopy base map.', 'Shows no. of vols. per library.', 'Assemblage of several sheets mounted together on cloth backing.', 'Internal portions excised from base map.', 'Indexed.', 'Available also through the Library of Congress Web site as a raster image.', 'Vault', 'DCP']",['english'],data/ftu_libs_metadata/item_metadata-g3851e.ct006252.json,1926-01-01,https://www.loc.gov/item/87694100/,{'map': 'https://www.loc.gov/search/?fa=original_format:map&fo=json'},Image,Undetermined,https://tile.loc.gov/image-services/iiif/service:gmd:gmd385:g3851:g3851e:ct006252/full/pct:25/0/default.jpg#h=1205&w=1684,"['Libraries--Washington (D.C.)--Maps', 'Libraries--Washington (D.C.)--Statistics', 'Manuscript maps', 'United States--District of Columbia--Washington']",
ak0345,"Juneau Public Library, 292 Marine Way, Juneau, Juneau Borough, AK","HABS AK,8-JUNE,4-","[{'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'hoagland, alison k.': 'https://www.loc.gov/search/?fa=contributor:hoagland,+alison+k.&fo=json'}, {'lowe, jet': 'https://www.loc.gov/search/?fa=contributor:lowe,+jet&fo=json'}, {'society of architectural historians': 'https://www.loc.gov/search/?fa=contributor:society+of+architectural+historians&fo=json'}]",,['Survey number: HABS AK-113 '],['english'],data/ftu_libs_metadata/item_metadata-hhh.ak0345.photos.json,,https://www.loc.gov/item/ak0345/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'Alaska--Juneau Borough--Juneau']",https://www.loc.gov/pictures/item/ak0345/
dc0121,"Georgetown University, Healy Building, Thirty-seventh & O Streets, Northwest, Washington, District of Columbia, DC","HABS DC,GEO,118-","[{'boucher, jack e': 'https://www.loc.gov/search/?fa=contributor:boucher,+jack+e&fo=json'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'price, virginia b': 'https://www.loc.gov/search/?fa=contributor:price,+virginia+b&fo=json'}, {'smithmeyer & pelz': 'https://www.loc.gov/search/?fa=contributor:smithmeyer+%26+pelz&fo=json'}]",,"['Significance: Healy Building is the most prominent structure on the University campus and a picturesque landmark for all Georgetown.  Its construction marked the evolution of the school toward true University status.  It was designed by the architects Smithmeyer and Pelz, who also designed the Library of Congress.   ', 'Survey number: HABS DC-248 ', 'Building/structure dates: 1877 Initial Construction ', 'National Register of Historic Places NRIS Number: 67000025 ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.dc0121.photos.json,,https://www.loc.gov/item/dc0121/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['educational facilities', 'stone buildings', 'education', 'colleges\n\n', 'District Of Columbia -- District Of Columbia -- Washington']",https://www.loc.gov/pictures/item/dc0121/
hi0135,"Mother Marianne Library, Moloka'i Island, Kalaupapa, Kalawao County, HI","HABS HI,3-KALA,26-",[{'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}],,"['Survey number: HABS HI-101 ', 'Building/structure dates: 1965 Initial Construction ', 'National Register of Historic Places NRIS Number: 76002145 ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.hi0135.photos.json,,https://www.loc.gov/item/hi0135/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'Hawaii -- Kalawao County -- Kalaupapa']",https://www.loc.gov/pictures/item/hi0135/
il0998,"Paxton Carnegie Library, 254 South Market Street, Paxton, Ford County, IL",HABS IL-329,"[{'bricker, brodie': 'https://www.loc.gov/search/?fa=contributor:bricker,+brodie&fo=json'}, {'dean, travis': 'https://www.loc.gov/search/?fa=contributor:dean,+travis&fo=json'}, {'halkyard, shellie': 'https://www.loc.gov/search/?fa=contributor:halkyard,+shellie&fo=json'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'humayun, adnahn': 'https://www.loc.gov/search/?fa=contributor:humayun,+adnahn&fo=json'}, {'johnson, jarrell': 'https://www.loc.gov/search/?fa=contributor:johnson,+jarrell&fo=json'}, {'kapp, paul hardin': 'https://www.loc.gov/search/?fa=contributor:kapp,+paul+hardin&fo=json'}, {'kirby, shaefer': 'https://www.loc.gov/search/?fa=contributor:kirby,+shaefer&fo=json'}, {'mann, laura': 'https://www.loc.gov/search/?fa=contributor:mann,+laura&fo=json'}, {'moratz, paul o.': 'https://www.loc.gov/search/?fa=contributor:moratz,+paul+o.&fo=json'}, {'nurse, lauren': 'https://www.loc.gov/search/?fa=contributor:nurse,+lauren&fo=json'}, {'pratt, curt': 'https://www.loc.gov/search/?fa=contributor:pratt,+curt&fo=json'}, {'scott, theresa': 'https://www.loc.gov/search/?fa=contributor:scott,+theresa&fo=json'}, {'timmerman, john': 'https://www.loc.gov/search/?fa=contributor:timmerman,+john&fo=json'}, {'weir, krista': 'https://www.loc.gov/search/?fa=contributor:weir,+krista&fo=json'}]",,"['STORED ON SITE. mchr', '2012 Charles E. Peterson Prize, Entry', 'Significance: The Paxton Carnegie Library is locally significant under Criterion A and C.  It is significant for educational purposes in its role in providing library services to the citizens of Paxton.  The building is also significant as a local architectural example of the Classic Revival/Beaus Arts style.  In addition, it is an example of a ""Carnegie Library"", meeting the criteria of the Carnegie Library property type.  The period of significance for the building is 1904, when it was built ', 'Unprocessed Field note material exists for this structure: N1830 ', 'Survey number: HABS IL-329 ', 'Building/structure dates: 1904 Initial Construction ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.il0998.sheet.json,,https://www.loc.gov/item/il0998/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'Classical Revival architectural elements', 'Beaux-Arts architectural elements', 'Illinois -- Ford County -- Paxton']",https://www.loc.gov/pictures/item/il0998/
ks0072,"Paola Free Library, 101 East Peoria Street, Paola, Miami County, KS","HABS KANS,61-PAOLA,1-","[{'collins, dan': 'https://www.loc.gov/search/?fa=contributor:collins,+dan&fo=json'}, {'fordyce brothers': 'https://www.loc.gov/search/?fa=contributor:fordyce+brothers&fo=json'}, {'gardiner, allen': 'https://www.loc.gov/search/?fa=contributor:gardiner,+allen&fo=json'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'koupal, howard': 'https://www.loc.gov/search/?fa=contributor:koupal,+howard&fo=json'}, {'smith, martha': 'https://www.loc.gov/search/?fa=contributor:smith,+martha&fo=json'}, {'sponable, john w': 'https://www.loc.gov/search/?fa=contributor:sponable,+john+w&fo=json'}, {'washburn, george putnam': 'https://www.loc.gov/search/?fa=contributor:washburn,+george+putnam&fo=json'}]",,"[""Significance: The Paola Free Library was designed by George Putnam Washburn, a prominent Kansas architect who designed 13 of Kansas' 105 courthouses.  The corner tower of the library is typical of Washburn's work and was designed late in his career.  The building serves as one of the cultural centers in Paola, and the library serves patrons from the surrounding countryside and villages as well as the citizens of Paola. "", 'Survey number: HABS KS-52 ', 'Building/structure dates: 1905-1906 Initial Construction ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.ks0072.photos.json,,https://www.loc.gov/item/ks0072/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'brick buildings', 'reading', 'Kansas -- Miami County -- Paola']",https://www.loc.gov/pictures/item/ks0072/
me0057,"Hubbard Free Library, 115 Second Street, Hallowell, Kennebec County, ME","HABS ME,6-HAL,3-","[{'berry, john w': 'https://www.loc.gov/search/?fa=contributor:berry,+john+w&fo=json'}, {'bisgrove, mark c': 'https://www.loc.gov/search/?fa=contributor:bisgrove,+mark+c&fo=json'}, {'bodwell, j r': 'https://www.loc.gov/search/?fa=contributor:bodwell,+j+r&fo=json'}, {'currier, alexander c': 'https://www.loc.gov/search/?fa=contributor:currier,+alexander+c&fo=json'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'hubbard, thomas h': 'https://www.loc.gov/search/?fa=contributor:hubbard,+thomas+h&fo=json'}, {'lewis, edwin e': 'https://www.loc.gov/search/?fa=contributor:lewis,+edwin+e&fo=json'}, {'lowell, eliza': 'https://www.loc.gov/search/?fa=contributor:lowell,+eliza&fo=json'}, {'mast, alan': 'https://www.loc.gov/search/?fa=contributor:mast,+alan&fo=json'}, {'scmacher': 'https://www.loc.gov/search/?fa=contributor:scmacher&fo=json'}, {'shettleworth, earle g': 'https://www.loc.gov/search/?fa=contributor:shettleworth,+earle+g&fo=json'}]",,"['Significance: The Library is a notable example of the Victorian Gothic idiom of the 1870s, more especially since an ecclesiastical form is used for a civic structure. The original (1878-79) building in its exterior form resembled a chapel; the two successive additions (1893-94; 1897-98) continued the analogy by presenting a structure that appears to be a small church with transept and extended chapel (or Lady Chapel). Its fine masonry exterior is complemented by an interior that presents exposed trusswork, contemporary stained glass, and stencil decoration.  ', 'Survey number: HABS ME-158 ', 'Building/structure dates:    1878- 1879 Initial Construction ', 'Building/structure dates:    1893- 1894 Subsequent Work ', 'Building/structure dates: after. 1900- before. 1920 Subsequent Work ', 'Building/structure dates: 1897-1898 Subsequent Work ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.me0057.photos.json,,https://www.loc.gov/item/me0057/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'stone buildings (granite)', 'Latin cross buildings', 'accidents', 'Maine -- Kennebec County -- Hallowell']",https://www.loc.gov/pictures/item/me0057/
nj0089,"Princeton University, Library, Nassau Street between Witherspoon & Tulane Streets, Princeton, Mercer County, NJ","HABS NJ,11-PRINT,4D-",[{'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}],,['Survey number: HABS NJ-791 '],['english'],data/ftu_libs_metadata/item_metadata-hhh.nj0089.photos.json,,https://www.loc.gov/item/nj0089/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['colleges\n\n', 'libraries', 'New Jersey -- Mercer County -- Princeton']",https://www.loc.gov/pictures/item/nj0089/
nv0134,"Hawthorne Naval Ammunition Depot, Babbitt Housing Area, Library, U.S. Highway 95, Hawthorne, Mineral County, NV","HABS NEV,11-HAWT,3H-","[{'freeman, joe c': 'https://www.loc.gov/search/?fa=contributor:freeman,+joe+c&fo=json'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json'}, {'maul, david': 'https://www.loc.gov/search/?fa=contributor:maul,+david&fo=json'}]",,"['Survey number: HABS NV-23-H ', 'Building/structure dates: 1944 Initial Construction ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.nv0134.photos.json,,https://www.loc.gov/item/nv0134/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'wooden buildings', 'reading', 'housing', 'Nevada -- Mineral County -- Hawthorne']",https://www.loc.gov/pictures/item/nv0134/
ok0012,"Carnegie Library, 402 East Oklahoma Avenue, Guthrie, Logan County, OK","HABS OKLA,42-GUTH,1D-","[{'barrett, william edmund': 'https://www.loc.gov/search/?fa=contributor:barrett,+william+edmund&fo=json&q=hhh.ok0012'}, {'bennett, j. h.': 'https://www.loc.gov/search/?fa=contributor:bennett,+j.+h.&fo=json&q=hhh.ok0012'}, {'frantz, frank': 'https://www.loc.gov/search/?fa=contributor:frantz,+frank&fo=json&q=hhh.ok0012'}, {'gryb, barry r.': 'https://www.loc.gov/search/?fa=contributor:gryb,+barry+r.&fo=json&q=hhh.ok0012'}, {'haggard, john c.': 'https://www.loc.gov/search/?fa=contributor:haggard,+john+c.&fo=json&q=hhh.ok0012'}, {'haskell, charles n.': 'https://www.loc.gov/search/?fa=contributor:haskell,+charles+n.&fo=json&q=hhh.ok0012'}, {'historic american buildings survey': 'https://www.loc.gov/search/?fa=contributor:historic+american+buildings+survey&fo=json&q=hhh.ok0012'}, {'hnedak, john d.': 'https://www.loc.gov/search/?fa=contributor:hnedak,+john+d.&fo=json&q=hhh.ok0012'}, {'lillie, f. b.': 'https://www.loc.gov/search/?fa=contributor:lillie,+f.+b.&fo=json&q=hhh.ok0012'}, {'new york hardware company': 'https://www.loc.gov/search/?fa=contributor:new+york+hardware+company&fo=json&q=hhh.ok0012'}, {'oklahoma historical society': 'https://www.loc.gov/search/?fa=contributor:oklahoma+historical+society&fo=json&q=hhh.ok0012'}, {'robbins, john c.': 'https://www.loc.gov/search/?fa=contributor:robbins,+john+c.&fo=json&q=hhh.ok0012'}, {'smith, julian': 'https://www.loc.gov/search/?fa=contributor:smith,+julian&fo=json&q=hhh.ok0012'}, {'takenaka, howard m.': 'https://www.loc.gov/search/?fa=contributor:takenaka,+howard+m.&fo=json&q=hhh.ok0012'}, {'vandenburg, h. j.': 'https://www.loc.gov/search/?fa=contributor:vandenburg,+h.+j.&fo=json&q=hhh.ok0012'}, {'wenner, fred l.': 'https://www.loc.gov/search/?fa=contributor:wenner,+fred+l.&fo=json&q=hhh.ok0012'}]",,"[""Significance: This Second Renaissance Revival structure was the scene of numerous historic events: the inauguration of both the last of the territorial governors and the first Governor of Statehood Oklahoma.  The second Carnegie library in Oklahoma, it grew from the efforts of the organizers of one of the earliest libraries in Oklahoma, to which it is successor.  It is remarkable for the number of ways in which it diverges from Andrew Carnegie's ideas of what a library building should be. "", 'Unprocessed Field note material exists for this structure: FN-14, FN-15 ', 'Survey number: HABS OK-14 ', 'Building/structure dates:    1902- 1903 Initial Construction ', 'Building/structure dates: after 1948 Subsequent Work ']",['english'],data/ftu_libs_metadata/item_metadata-hhh.ok0012.sheet.json,,https://www.loc.gov/item/ok0012/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json&q=hhh.ok0012'}",Image,No known restrictions on images made by the U.S. Government; images     copied from other sources may be restricted.    https://www.loc.gov/rr/print/res/114_habs.html,Did not identify a URL.,"['libraries', 'brick buildings', 'stone buildings (sandstone)', 'reading', 'philanthropy', 'storage', 'galleries & museums', 'Oklahoma--Logan County--Guthrie']",https://www.loc.gov/pictures/item/ok0012/
